title,search_term_x,dog_order,dog_order_by_size,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end_x,search_end_y,search_term_y,term_category,terms_grouped,question_order
Yorkshire Terrier,yorkshire+terrier,60,1,Toy,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,yorkshire+terrier,why+does+my+yorkshire+terrier,why+does+my+yorkshire+terrier,why does my yorkshire terrier keeps coughing,12,why does my,keeps coughing,keeps coughing,keeps coughing,health,cough / wheeze,45
Yorkshire Terrier,yorkshire+terrier,60,1,Toy,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,yorkshire+terrier,why+does+my+yorkshire+terrier,why+does+my+yorkshire+terrier,why does my yorkshire terrier snore,12,why does my,snore,snore,snore,noise,snore,68
Mastiff,mastiff,39,6,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff snore,12,why does my,snore,snore,snore,noise,snore,68
Chow Chow,chow+chow,18,13,Utility,/search/breeds-a-to-z/breeds/utility/chow-chow/,/media/1680/chow-chow-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813130000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Small/ medium garden,Large house,Country,No,chow+chow,why+does+my+chow+chow,why+does+my+chow+chow,why does my chow chow snore,12,why does my,snore,snore,snore,noise,snore,68
Yorkshire Terrier,yorkshire+terrier,60,1,Toy,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,yorkshire+terrier,why+does+my+yorkshire+terrier,why+does+my+yorkshire+terrier,why does my yorkshire terrier shiver,12,why does my,shiver,shiver,shiver,health,shake,55
German Shorthaired Pointer,gsp,28,10,Gundog,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,gsp,why+does+my+gsp,why+does+my+gsp,why does my gsp shiver,12,why does my,shiver,shiver,shiver,health,shake,55
Yorkshire Terrier,yorkshire+terrier,60,1,Toy,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,yorkshire+terrier,why+does+my+yorkshire+terrier,why+does+my+yorkshire+terrier,why does my yorkshire terrier snort,12,why does my,snort,snort,snort,noise,snort,69
Shih Tzu,shih+tzu,52,4,Utility,/search/breeds-a-to-z/breeds/utility/shih-tzu/,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Long,Up to 1 hour per day,Every day,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,shih+tzu,why+does+my+shih+tzu,why+does+my+shih+tzu,why does my shih tzu snort,12,why does my,snort,snort,snort,noise,snort,69
Shar Pei,shar+pei,50,5,Utility,/search/breeds-a-to-z/breeds/utility/shar-pei/,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,shar+pei,why+does+my+shar+pei,why+does+my+shar+pei,why does my shar pei snort,12,why does my,snort,snort,snort,noise,snort,69
Schnauzer,schnauzer,49,6,Utility,/search/breeds-a-to-z/breeds/utility/schnauzer/,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,schnauzer,why+does+my+schnauzer,why+does+my+schnauzer,why does my schnauzer snort,12,why does my,snort,snort,snort,noise,snort,69
Rottweiler,rottweiler,47,3,Working,/search/breeds-a-to-z/breeds/working/rottweiler/,/media/2974/rottweiler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238200000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,rottweiler,why+does+my+rottweiler,why+does+my+rottweiler,why does my rottweiler snort,12,why does my,snort,snort,snort,noise,snort,69
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever snort,12,why does my,snort,snort,snort,noise,snort,69
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian snort,12,why does my,snort,snort,snort,noise,snort,69
Pekingese,pekingese,41,8,Toy,/search/breeds-a-to-z/breeds/toy/pekingese/,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Long,Up to 30 minutes per day,Every day,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pekingese,why+does+my+pekingese,why+does+my+pekingese,why does my pekingese snort,12,why does my,snort,snort,snort,noise,snort,69
Miniature Schnauzer,miniature+schnauzer,40,9,Utility,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,miniature+schnauzer,why+does+my+miniature+schnauzer,why+does+my+miniature+schnauzer,why does my miniature schnauzer snort,12,why does my,snort,snort,snort,noise,snort,69
Lhasa Apso,lhasa+apso,36,11,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso snort,12,why does my,snort,snort,snort,noise,snort,69
Corgi,corgi,22,15,,,,,,,,,Small,,,,,corgi,why+does+my+corgi,why+does+my+corgi,why does my corgi snort,12,why does my,snort,snort,snort,noise,snort,69
Chiweenie,chiweenie,17,17,,,,,,,,,Small,,,,,chiweenie,why+does+my+chiweenie,why+does+my+chiweenie,why does my chiweenie snort,12,why does my,snort,snort,snort,noise,snort,69
Chihuahua,chihuahua,16,18,,,,,,,,,Small,,,,,chihuahua,why+does+my+chihuahua,why+does+my+chihuahua,why does my chihuahua snort,12,why does my,snort,snort,snort,noise,snort,69
Boston Terrier,boston+terrier,10,20,Utility,/search/breeds-a-to-z/breeds/utility/boston-terrier/,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,boston+terrier,why+does+my+boston+terrier,why+does+my+boston+terrier,why does my boston terrier snort,12,why does my,snort,snort,snort,noise,snort,69
Whippet,whippet,59,2,Hound,/search/breeds-a-to-z/breeds/hound/whippet/,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,whippet,why+does+my+whippet,why+does+my+whippet,why does my whippet stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Weimaraner,weimaraner,58,1,Gundog,/search/breeds-a-to-z/breeds/gundog/weimaraner/,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Short & long,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,weimaraner,why+does+my+weimaraner,why+does+my+weimaraner,why does my weimaraner stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Staffordshire Bull Terrier,staffy,56,3,Terrier,/search/breeds-a-to-z/breeds/terrier/staffordshire-bull-terrier/,/media/1589/staffordshire-bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800790000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,staffy,why+does+my+staffy,why+does+my+staffy,why does my staffy stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Shih Tzu,shih+tzu,52,4,Utility,/search/breeds-a-to-z/breeds/utility/shih-tzu/,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Long,Up to 1 hour per day,Every day,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,shih+tzu,why+does+my+shih+tzu,why+does+my+shih+tzu,why does my shih tzu stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Jack Russell Terrier,jack+russell,34,12,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Country,No,jack+russell,why+does+my+jack+russell,why+does+my+jack+russell,why does my jack russell stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Havanese,havanese,33,13,Toy,/search/breeds-a-to-z/breeds/toy/havanese/,/media/1631/havanese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143805500000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,havanese,why+does+my+havanese,why+does+my+havanese,why does my havanese stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhound stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Doberman,doberman,25,12,Working,/search/breeds-a-to-z/breeds/working/dobermann/,/media/2934/dobermann-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143876020000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,doberman,why+does+my+doberman,why+does+my+doberman,why does my doberman stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Collie,collie,21,13,,,,,,,,,Medium,,,,,collie,why+does+my+collie,why+does+my+collie,why does my collie stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Chihuahua,chihuahua,16,18,,,,,,,,,Small,,,,,chihuahua,why+does+my+chihuahua,why+does+my+chihuahua,why does my chihuahua stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Cane Corso,cane+corso,14,14,,,,,,,,,Large,,,,,cane+corso,why+does+my+cane+corso,why+does+my+cane+corso,why does my cane corso stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Border Collie,border+collie,8,17,Pastoral,/search/breeds-a-to-z/breeds/pastoral/border-collie/,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Medium,More than 2 hours per day,More than once a week,Over 12 years,Yes,Medium,Large garden,Small house,Either,No,border+collie,why+does+my+border+collie,why+does+my+border+collie,why does my border collie stare at me,12,why does my,stare at me,stare at me,stare at me,gets personal,stare at me,43
Whippet,whippet,59,2,Hound,/search/breeds-a-to-z/breeds/hound/whippet/,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,whippet,why+does+my+whippet,why+does+my+whippet,why does my whippet whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
Samoyed,samoyed,48,7,Pastoral,/search/breeds-a-to-z/breeds/pastoral/samoyed/,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Medium,More than 2 hours per day,Every day,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,samoyed,why+does+my+samoyed,why+does+my+samoyed,why does my samoyed whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
Mastiff,mastiff,39,6,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
Malamute,malamute,37,7,,,,,,,,,Large,,,,,malamute,why+does+my+malamute,why+does+my+malamute,why does my malamute whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhound whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
German Shorthaired Pointer,gsp,28,10,Gundog,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,gsp,why+does+my+gsp,why+does+my+gsp,why does my gsp whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd whine,12,why does my,whine,whine,whine,noise,cry / groan / whine,60
