Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound stink,why+does+my+bloodhound,Bloodhound,Country,Yes,12
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,health,itch so much,itch so much,itch so much,why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound itch so much,why+does+my+bloodhound,Bloodhound,Country,Yes,12
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,0,scan not work,scan not work,scan not work,why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound scan not work,why+does+my+bloodhound,Bloodhound,Country,Yes,12
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound shake,why+does+my+bloodhound,Bloodhound,Country,Yes,12
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,laziness,sleep so much,sleep so much,sleep so much,why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound sleep so much,why+does+my+bloodhound,Bloodhound,Country,Yes,12
bloodhound,Hound,Short,More than 2 hours per day,Once a week,/media/1355/bloodhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455420000000,Under 10 years,/search/breeds-a-to-z/breeds/hound/bloodhound/,why+does+my+bloodhound,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,bloodhound,Yes,Large,Large garden,Large house,why does my bloodhound pant so much,why+does+my+bloodhound,Bloodhound,Country,Yes,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,behaviour,lick me so much,lick me & lick me so much,lick me so much,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie lick me so much,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie follow me everywhere,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,behaviour,stare at me,stare at me,stare at me,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie stare at me,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie sit on me,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie pant so much,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,noise,howl,"howl, keeps howling, niel howl",howl,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie howl,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,0,keep biting me,keep biting me,keep biting me,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie keep biting me,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie bark so much,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,pant,growl at me,growl at me,growl at me,why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie growl at me,why+does+my+border+collie,Border Collie,Either,No,12
border+collie,Pastoral,Medium,More than 2 hours per day,More than once a week,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Over 12 years,/search/breeds-a-to-z/breeds/pastoral/border-collie/,why+does+my+border+collie,behaviour,scratch the floor,scratch the floor,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,border+collie,Yes,Medium,Large garden,Small house,why does my border collie scratch the floor,why+does+my+border+collie,Border Collie,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier shake,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,noise,howl,"howl, keeps howling, niel howl",howl,why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier howl,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier eat poop,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier smell so bad,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,health,tremble,tremble,"keep shaking, s leg shake, shake and 3 more",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier tremble,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,0,attack other s,attack other s,attack other s,why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier attack other dogs,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,noise,bark at other s,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier bark at other dogs,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier whine,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,behaviour,keeps licking his paws,keeps licking his paws,"keep licking, keep licking her paws, keep licking his nose and 4 more",why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier keeps licking his paws,why+does+my+border+terrier,Border Terrier,Either,No,12
border+terrier,Terrier,Short,Up to 1 hour per day,More than once a week,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/border-terrier/,why+does+my+border+terrier,behaviour,lick me,lick me & lick me so much,lick me,why does my,border+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my border terrier lick me,why+does+my+border+terrier,Border Terrier,Either,No,12
boston+terrier,Utility,Short,Up to 1 hour per day,Once a week,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/boston-terrier/,why+does+my+boston+terrier,odeur,fart so much,fart so much,fart so much,why does my,boston+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my boston terrier fart so much,why+does+my+boston+terrier,Boston Terrier,Either,No,12
boston+terrier,Utility,Short,Up to 1 hour per day,Once a week,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/boston-terrier/,why+does+my+boston+terrier,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,boston+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my boston terrier shake,why+does+my+boston+terrier,Boston Terrier,Either,No,12
boston+terrier,Utility,Short,Up to 1 hour per day,Once a week,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/boston-terrier/,why+does+my+boston+terrier,behaviour,lick me so much,lick me & lick me so much,lick me so much,why does my,boston+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my boston terrier lick me so much,why+does+my+boston+terrier,Boston Terrier,Either,No,12
boston+terrier,Utility,Short,Up to 1 hour per day,Once a week,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/boston-terrier/,why+does+my+boston+terrier,noise,snort,snort,snort,why does my,boston+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my boston terrier snort,why+does+my+boston+terrier,Boston Terrier,Either,No,12
boston+terrier,Utility,Short,Up to 1 hour per day,Once a week,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/boston-terrier/,why+does+my+boston+terrier,laziness,sleep so much,sleep so much,sleep so much,why does my,boston+terrier,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my boston terrier sleep so much,why+does+my+boston+terrier,Boston Terrier,Either,No,12
